Product ID,Product Name,Product Category,Brand,Unit Price,Cost,Warranty Period (Months),SKU
P00058,Printer,Electronics,Canon,28471.9,73883.49,36,SKU384936
P00059,Camera,Electronics,Lenovo,117829.21,70987.22,12,SKU878638
P00060,Monitor,Electronics,LG,147353.59,67183.36,12,SKU353457
P00061,Camera,Electronics,Panasonic,86718.54,74071.18,48,SKU191072
P00062,Smartphone,Electronics,Samsung,11850.04,24631.81,36,SKU671329
P00063,Tablet,Electronics,HP,87391.44,43430.2,60,SKU114951
P00064,LED TV,Electronics,Dell,119594.41,64955.78,24,SKU868331
P00065,Tablet,Electronics,Panasonic,20766.45,49318.2,36,SKU978450
P00066,Smartphone,Electronics,Apple,27956.61,80404.8,60,SKU971467
P00067,Camera,Electronics,Lenovo,60759.7,53844.98,48,SKU928358
P00068,Printer,Electronics,LG,142689.91,41215.31,48,SKU985191
P00069,LED TV,Electronics,Canon,15793.65,53490.04,48,SKU236198
P00070,Monitor,Electronics,Canon,11006.11,79150.57,24,SKU334261
P00071,Smartphone,Electronics,Lenovo,50280.36,30569.97,36,SKU385498
P00072,Tablet,Electronics,HP,114493.27,69486.39,24,SKU626636
P00073,Tablet,Electronics,Bose,127000.99,54541.93,12,SKU207843
P00074,Headphones,Electronics,Samsung,92655.98,3784.7,60,SKU270660
P00075,Camera,Electronics,Apple,138941.25,109345.91,36,SKU619963
P00076,Headphones,Electronics,Samsung,73028.54,60871.54,48,SKU751615
P00077,Monitor,Electronics,Apple,63134.26,55525.76,60,SKU378471
P00078,Smartphone,Electronics,LG,30057.07,84356.84,12,SKU294172
P00079,LED TV,Electronics,Canon,147434.79,111999.73,24,SKU503365
P00080,Monitor,Electronics,Apple,32762.91,5056.42,60,SKU915909
P00081,Printer,Electronics,Canon,65010.61,109957.86,36,SKU645723
P00082,Smartphone,Electronics,Canon,73494.85,5521.03,12,SKU809035
P00083,Laptop,Electronics,Bose,29532.09,56226.54,12,SKU241023
P00084,Speaker,Electronics,Panasonic,82290.86,43348.71,36,SKU149093
P00085,Smartwatch,Electronics,Sony,42468.82,64007.09,48,SKU736130
P00086,Headphones,Electronics,LG,35451.56,53296.62,36,SKU600288
P00087,Laptop,Electronics,LG,147127.29,10190.01,48,SKU617537
P00088,Laptop,Electronics,Samsung,102955.22,81285.6,60,SKU667258
P00089,Smartphone,Electronics,Sony,21131.85,116471.37,60,SKU778275
P00090,Headphones,Electronics,Apple,122608.64,77386.15,24,SKU264813
P00091,LED TV,Electronics,Canon,104634.52,113987.05,48,SKU866034
P00092,Smartwatch,Electronics,Samsung,147213.16,31776.21,60,SKU484075
P00093,Tablet,Electronics,Dell,26670.71,40435.57,36,SKU774155
P00094,LED TV,Electronics,Panasonic,89743.95,82544.55,60,SKU425211
P00095,Printer,Electronics,Dell,18857.12,118875.34,36,SKU603015
P00096,Smartphone,Electronics,Sony,129440.43,116793.58,36,SKU876176
P00097,Headphones,Electronics,HP,17996.05,100777.45,24,SKU947893
P00098,Printer,Electronics,Dell,18550.47,304.83,60,SKU322701
P00099,Smartphone,Electronics,Sony,149668.17,77707.77,60,SKU718696
P00100,Laptop,Electronics,Sony,11948.56,9279.23,48,SKU882636
P00101,Smartwatch,Electronics,Canon,82140.52,83776.15,48,SKU761188
P00102,Tablet,Electronics,Sony,121500.95,26403.38,60,SKU393561
P00103,Headphones,Electronics,Dell,97917.2,36251.11,60,SKU188812
P00104,Monitor,Electronics,LG,132338.12,35635.49,48,SKU109952
P00105,Smartwatch,Electronics,Lenovo,137326.85,61753.56,60,SKU644910
P00106,Tablet,Electronics,Bose,129680.9,60735.58,12,SKU613205
P00107,Smartphone,Electronics,Samsung,99172.57,18692.85,24,SKU560210
P00108,Speaker,Electronics,LG,131821.63,62271.74,60,SKU636886
P00109,Printer,Electronics,Samsung,149932.1,31475.9,60,SKU456003
P00110,Camera,Electronics,Bose,85958.16,23497.24,24,SKU901037
P00111,Smartwatch,Electronics,Sony,86565.68,32208.89,60,SKU774689
P00112,LED TV,Electronics,Dell,91449.1,37010.62,12,SKU629326
P00113,Camera,Electronics,Samsung,83035.6,12663.37,24,SKU983782
P00114,LED TV,Electronics,Apple,107740.85,71095.88,12,SKU433303
P00115,Printer,Electronics,Sony,112009.46,10456.74,24,SKU326851
P00116,Speaker,Electronics,Panasonic,67777.52,78188.66,48,SKU153100
P00117,Monitor,Electronics,HP,2846.84,22137.53,48,SKU478927
P00118,Speaker,Electronics,Apple,142641.48,49826.86,60,SKU210000
P00119,Tablet,Electronics,Samsung,112276.95,46834.8,36,SKU505462
P00120,Camera,Electronics,Bose,951.11,89972.57,24,SKU133927
P00121,LED TV,Electronics,HP,98184.88,22003.72,36,SKU437735
P00122,Camera,Electronics,LG,103448.58,13490.91,60,SKU881280
P00123,Headphones,Electronics,HP,148413.55,103515.05,48,SKU113561
P00124,Headphones,Electronics,Samsung,119409.07,88212.18,36,SKU469518
P00125,Speaker,Electronics,Samsung,106670.22,4443.61,48,SKU173850
P00126,Headphones,Electronics,Apple,139609.38,119332.12,60,SKU681754
P00127,Tablet,Electronics,Lenovo,916.11,32955.87,12,SKU342213
P00128,Smartphone,Electronics,HP,135703.4,62234.07,48,SKU560749
P00129,Monitor,Electronics,Bose,118328.49,55251.15,24,SKU596979
P00130,Monitor,Electronics,Canon,66290.79,22369.87,12,SKU558725
P00131,Tablet,Electronics,Lenovo,128131.89,8639.13,24,SKU685346
P00132,Headphones,Electronics,Apple,82683.31,9040.74,12,SKU895246
P00133,Camera,Electronics,Samsung,38781.31,67313.48,60,SKU485331
P00134,LED TV,Electronics,Panasonic,62489.59,44482.36,36,SKU759490
P00135,Camera,Electronics,Sony,86963.76,30627.38,60,SKU421100
P00136,Monitor,Electronics,HP,11354.5,84557.12,24,SKU945768
P00137,Monitor,Electronics,LG,119446.65,46422.55,48,SKU109810
P00138,Laptop,Electronics,Bose,48295.78,111070.92,12,SKU704106
P00139,Smartphone,Electronics,Sony,15724.31,24321.19,24,SKU743212
P00140,Smartphone,Electronics,Sony,136707.46,27221.3,36,SKU127327
P00141,Tablet,Electronics,Panasonic,44749.42,84749.42,60,SKU992205
P00142,LED TV,Electronics,Panasonic,80027.14,90036.45,24,SKU510932
P00143,Tablet,Electronics,Bose,27465.5,62932.35,36,SKU936403
P00144,Laptop,Electronics,Panasonic,84374.2,110827.92,60,SKU842418
P00145,Speaker,Electronics,Lenovo,60019.37,56711.32,24,SKU945079
P00146,Laptop,Electronics,Apple,6996.28,95341.64,48,SKU585228
P00147,Smartwatch,Electronics,Apple,28717.6,39368.29,60,SKU927492
P00148,Tablet,Electronics,Apple,146517.71,96281.49,48,SKU472891
P00149,Smartwatch,Electronics,Sony,42076.99,11186.39,24,SKU170672
P00150,Laptop,Electronics,Bose,12513.25,100043.33,24,SKU620309
P00151,Camera,Electronics,Samsung,87234.85,17858.37,60,SKU146387
P00152,Headphones,Electronics,Dell,50036.22,74489.75,24,SKU397055
P00153,Speaker,Electronics,Dell,101300.02,54491.54,36,SKU368546
P00154,Headphones,Electronics,Lenovo,61715.99,112881.85,60,SKU773938
P00155,Speaker,Electronics,Samsung,28828.78,114040.62,36,SKU157155
P00156,Printer,Electronics,Panasonic,37615.15,70694.97,48,SKU655047
P00157,Camera,Electronics,Panasonic,12722.75,32798.82,48,SKU692272
P00158,LED TV,Electronics,Sony,50666.22,65797.28,36,SKU290513
P00159,Speaker,Electronics,Canon,92869.68,89044.87,60,SKU912768
P00160,Speaker,Electronics,Apple,87220.86,25228.76,48,SKU323923
P00161,Tablet,Electronics,Apple,145576.18,107398.79,24,SKU564780
P00162,Printer,Electronics,Sony,20544.93,102896.02,60,SKU204743
P00163,LED TV,Electronics,Lenovo,83831.23,31354.12,48,SKU734742
P00164,Laptop,Electronics,Bose,57717.71,107205.17,48,SKU519980
P00165,Smartphone,Electronics,HP,21552.57,119415.57,48,SKU783389
P00166,Monitor,Electronics,Samsung,122488.3,81977.26,48,SKU256354
P00167,Printer,Electronics,Bose,20753.55,8467.56,12,SKU140269
P00168,Smartphone,Electronics,Samsung,88100.03,12588.25,60,SKU703871
P00169,Tablet,Electronics,HP,59745.49,887.98,24,SKU537737
P00170,Laptop,Electronics,Apple,97274.28,110545.92,24,SKU286168
P00171,Headphones,Electronics,LG,147324.84,89250.62,24,SKU553441
P00172,Smartphone,Electronics,Canon,42921.6,84761.6,12,SKU650513
P00173,Laptop,Electronics,LG,135993.69,30915.32,48,SKU778682
P00174,Headphones,Electronics,Apple,137309.74,77054.67,24,SKU997016
P00175,LED TV,Electronics,Panasonic,5308.51,22163.58,48,SKU898589
P00176,Monitor,Electronics,Samsung,100141.94,43952.65,24,SKU729294
P00177,Speaker,Electronics,HP,52106.8,95418.56,36,SKU705898
P00178,LED TV,Electronics,Lenovo,43064.78,93116.73,48,SKU232505
P00179,Smartphone,Electronics,Sony,65838.03,1707.66,36,SKU209057
P00180,Headphones,Electronics,Samsung,6118.04,51185.5,36,SKU675693
P00181,Laptop,Electronics,Samsung,110169.8,25680.72,24,SKU126496
P00182,Smartwatch,Electronics,Canon,24205.04,23567.97,12,SKU371353
P00183,LED TV,Electronics,Apple,130354.87,25008.16,36,SKU721402
P00184,Headphones,Electronics,Lenovo,106205.03,78211.25,60,SKU498606
P00185,Headphones,Electronics,Apple,34149.37,62650.7,36,SKU970260
P00186,Monitor,Electronics,HP,40490.16,55879.22,36,SKU189734
P00187,Headphones,Electronics,Lenovo,138832.92,41779.64,48,SKU516881
P00188,Speaker,Electronics,HP,142073.62,9228.76,12,SKU995315
P00189,Speaker,Electronics,Sony,110183.98,36789.02,48,SKU728494
P00190,Tablet,Electronics,Bose,100065.76,64082.11,24,SKU771897
P00191,LED TV,Electronics,Canon,49194.48,47490.13,24,SKU277752
P00192,Monitor,Electronics,Bose,87270.26,49107.35,24,SKU678081
P00193,Printer,Electronics,Panasonic,72244.22,20579.26,36,SKU892917
P00194,Monitor,Electronics,Bose,66679.16,61948.27,36,SKU315004
P00195,Smartphone,Electronics,Panasonic,48233.28,71192.92,60,SKU475352
P00196,Smartphone,Electronics,Panasonic,125537.09,113126.15,48,SKU941638
P00197,Headphones,Electronics,Lenovo,55638.81,60087.12,48,SKU683604
P00198,Tablet,Electronics,Canon,6416.13,58158.36,60,SKU370087
P00199,Headphones,Electronics,Bose,25877.13,87846.11,36,SKU620183
P00200,LED TV,Electronics,Apple,53538.81,98219.43,60,SKU821557
P00201,Smartwatch,Electronics,Apple,6763.22,20217.91,24,SKU214816
P00202,Monitor,Electronics,Sony,127149.97,76704.98,48,SKU596527
P00203,LED TV,Electronics,Apple,88788.97,83401.66,24,SKU956840
P00204,Tablet,Electronics,Dell,133350.62,87870.5,24,SKU180904
P00205,Smartphone,Electronics,Samsung,137126.56,21220.3,24,SKU746736
P00206,Headphones,Electronics,Canon,127912.36,14894.75,60,SKU381101
P00207,Headphones,Electronics,Sony,59554.53,89206.12,12,SKU814105
P00208,Printer,Electronics,Dell,75983.67,75553.34,36,SKU834824
P00209,Headphones,Electronics,Lenovo,89486.18,94686.39,48,SKU741053
P00210,Laptop,Electronics,Canon,1864.71,80420.76,24,SKU262325
P00211,LED TV,Electronics,Dell,71016.78,62989.2,48,SKU897168
P00212,Speaker,Electronics,Dell,103053.05,97030.6,12,SKU840695
P00213,Smartphone,Electronics,HP,79332.56,61174.93,12,SKU350213
P00214,Printer,Electronics,Apple,7184.94,54823.94,24,SKU838666
P00215,Speaker,Electronics,Dell,51719.56,50836.74,12,SKU849324
P00216,Camera,Electronics,Lenovo,55852.87,20858.15,12,SKU590035
P00217,Printer,Electronics,Lenovo,103628.35,77764.08,36,SKU376171
P00218,Tablet,Electronics,Apple,61685.14,73234.59,24,SKU637601
P00219,Headphones,Electronics,HP,71028.13,6692.91,24,SKU968955
P00220,Tablet,Electronics,Bose,134340.96,68911.21,12,SKU194028
P00221,Laptop,Electronics,Dell,84520.76,58809.65,60,SKU682246
P00222,Smartwatch,Electronics,HP,96255.54,40410.29,24,SKU369332
P00223,Smartwatch,Electronics,Lenovo,81267.22,80965.81,36,SKU661009
P00224,Smartphone,Electronics,Bose,137721.72,25888.76,24,SKU472720
P00225,Laptop,Electronics,Apple,3990.83,85136.46,36,SKU778550
P00226,Laptop,Electronics,LG,57537.7,26359.49,36,SKU113862
P00227,Laptop,Electronics,Sony,35356.35,113756.85,60,SKU586801
P00228,Headphones,Electronics,Bose,18204.39,52177.4,24,SKU244221
P00229,Smartwatch,Electronics,HP,28801.72,104838.8,48,SKU664753
P00230,Tablet,Electronics,Bose,90003.37,72483.24,12,SKU755277
P00231,Laptop,Electronics,Samsung,149622.44,55824.76,60,SKU826413
P00232,Camera,Electronics,Samsung,91668.18,31328.21,48,SKU397144
P00233,Speaker,Electronics,Panasonic,56686.07,106161.09,48,SKU867723
P00234,Smartphone,Electronics,HP,97228.84,23174.85,48,SKU845324
P00235,Smartwatch,Electronics,Sony,29137.18,96399.01,60,SKU800608
P00236,Tablet,Electronics,Lenovo,76337.02,46011.59,60,SKU304243
P00237,Laptop,Electronics,Bose,124695.04,19353.77,60,SKU331522
P00238,LED TV,Electronics,Sony,3996.03,104044.14,12,SKU526114
P00239,Camera,Electronics,Samsung,17081.06,56159.91,48,SKU444666
P00240,Laptop,Electronics,Samsung,77832.89,30656.58,24,SKU173037
P00241,LED TV,Electronics,Apple,94974.15,1392.8,60,SKU485680
P00242,Printer,Electronics,Bose,75846.45,2760.74,48,SKU678676
P00243,Smartphone,Electronics,HP,30826.73,50771.46,48,SKU158704
P00244,Camera,Electronics,Sony,121342.29,51136.55,60,SKU320829
P00245,Headphones,Electronics,HP,20324.27,90940.12,12,SKU441626
P00246,Smartwatch,Electronics,Sony,92056.26,78836.62,12,SKU259937
P00247,Speaker,Electronics,Panasonic,39707.77,56090.73,24,SKU968913
P00248,Smartphone,Electronics,Samsung,19259,88951.95,12,SKU429279
P00249,Smartwatch,Electronics,Apple,88264.04,59083,48,SKU143455
P00250,Smartwatch,Electronics,HP,140855.43,55272.98,36,SKU592967
P00251,Monitor,Electronics,Canon,30354.67,16112.94,12,SKU218318
P00252,Smartphone,Electronics,Dell,14988.33,36965.46,36,SKU805779
P00253,Smartwatch,Electronics,Sony,86206.95,82816.72,12,SKU532715
P00254,Smartwatch,Electronics,Lenovo,29258.37,18354.44,48,SKU431840
P00255,Smartwatch,Electronics,Apple,126548.84,77905.5,48,SKU846994
P00256,Laptop,Electronics,Dell,82668.2,69838.31,12,SKU453822
P00257,Printer,Electronics,Sony,63962.61,66617.67,60,SKU670289
P00258,Speaker,Electronics,Dell,84863.07,24604.19,48,SKU126345
P00259,Headphones,Electronics,LG,143139.02,43732.25,36,SKU267288
P00260,Smartwatch,Electronics,LG,67545.12,95962.94,24,SKU403821
P00261,Speaker,Electronics,Panasonic,11613.49,30008.06,24,SKU269476
P00262,Printer,Electronics,Canon,86386.9,89197.35,12,SKU497709
P00263,Speaker,Electronics,Samsung,104252.2,49771.43,48,SKU869500
P00264,Laptop,Electronics,Bose,72148.82,83871.46,60,SKU204265
P00265,Speaker,Electronics,HP,136003.15,19693.15,24,SKU622238
P00266,Headphones,Electronics,Panasonic,119318.65,85439.87,48,SKU874319
P00267,Headphones,Electronics,Panasonic,133223.43,49948.36,24,SKU661085
P00268,Headphones,Electronics,Dell,102512.78,42230.86,48,SKU707637
P00269,Smartphone,Electronics,Dell,78001.59,38918.58,36,SKU725561
P00270,Headphones,Electronics,Canon,132599.39,7714.12,36,SKU285514
P00271,Printer,Electronics,Lenovo,80107.6,77134.88,48,SKU305704
P00272,Headphones,Electronics,Apple,115776.65,119835.41,36,SKU182662
P00273,Headphones,Electronics,Apple,100890.51,89108.63,48,SKU497876
P00274,Smartwatch,Electronics,HP,66903.33,22304.89,48,SKU330605
P00275,Printer,Electronics,Lenovo,61005.01,44495.87,36,SKU908466
P00276,Tablet,Electronics,Canon,43542.49,94396.52,36,SKU315404
P00277,Monitor,Electronics,Dell,76493.16,17927.62,24,SKU718138
P00278,LED TV,Electronics,Lenovo,64902.79,20111.69,12,SKU431563
P00279,Monitor,Electronics,Bose,55084.75,14290.68,12,SKU965827
P00280,Smartwatch,Electronics,Samsung,79029.12,3606.56,60,SKU878325
P00281,Monitor,Electronics,Bose,97556.55,74758.99,24,SKU871818
P00282,Camera,Electronics,Panasonic,80192.86,109082.59,36,SKU730275
P00283,Monitor,Electronics,Dell,118005.48,110557.11,12,SKU201567
P00284,Printer,Electronics,Canon,125752.09,53318.04,36,SKU596656
P00285,Laptop,Electronics,Panasonic,107041.3,84087.74,12,SKU238096
P00286,Headphones,Electronics,Sony,93610.41,113222.69,12,SKU144566
P00287,Camera,Electronics,LG,98496.98,71241.66,60,SKU296658
P00288,Smartwatch,Electronics,HP,95567.5,8138.04,48,SKU969128
P00289,Laptop,Electronics,Apple,131611.26,118289.43,36,SKU230660
P00290,Monitor,Electronics,Bose,119808.89,75593.33,24,SKU431260
P00291,Monitor,Electronics,Canon,115807.09,119167.95,48,SKU174130
P00292,Printer,Electronics,Apple,100319.52,11444.39,60,SKU268972
P00293,LED TV,Electronics,HP,92026.76,119337.44,24,SKU227950
P00294,Smartwatch,Electronics,LG,51549.39,40566.08,12,SKU279213
P00295,Smartwatch,Electronics,Lenovo,70350.39,92849.13,36,SKU837141
P00296,Speaker,Electronics,Dell,145414.04,66823.11,36,SKU166942
P00297,Smartphone,Electronics,Apple,43576.85,16461.66,36,SKU115799
P00298,Speaker,Electronics,Samsung,28279.15,96596.68,48,SKU414139
P00299,Monitor,Electronics,HP,59225.45,88688.17,60,SKU940383
P00300,Camera,Electronics,Sony,86744.4,87539.26,12,SKU809134
P00301,Laptop,Electronics,LG,36621.9,2767.72,12,SKU942647
P00302,LED TV,Electronics,LG,87336.22,109713.2,24,SKU712716
P00303,Smartphone,Electronics,Apple,75639.05,46059.87,48,SKU546740
P00304,Smartwatch,Electronics,Dell,52144.72,45444.45,36,SKU385500
P00305,Printer,Electronics,Sony,97280.93,62773.3,60,SKU423724
P00306,Smartphone,Electronics,Lenovo,64183.18,61652.76,36,SKU824764
P00307,LED TV,Electronics,Lenovo,54200.12,33132.03,12,SKU368376
P00308,Smartwatch,Electronics,HP,11315.85,27618.13,60,SKU761678
P00309,Printer,Electronics,Apple,13200.12,11293.13,24,SKU899999
P00310,Headphones,Electronics,Canon,109627.06,46072.41,12,SKU417722
P00311,Monitor,Electronics,Panasonic,65674.68,38394.43,48,SKU895130
P00312,Monitor,Electronics,Dell,73829.33,37286.2,36,SKU768244
P00313,Monitor,Electronics,Samsung,21159.89,6008.48,24,SKU402904
P00314,LED TV,Electronics,Dell,58188.59,58736.81,60,SKU448576
P00315,Smartphone,Electronics,Apple,35486.85,13875.77,12,SKU541629
P00316,Headphones,Electronics,Apple,11932.12,93234.08,60,SKU832065
P00317,Smartwatch,Electronics,Canon,123493.11,109008.22,36,SKU451905
P00318,Laptop,Electronics,LG,121748.43,46309.24,24,SKU589483
P00319,Speaker,Electronics,Bose,105557.29,22659.75,12,SKU870819
P00320,Laptop,Electronics,Canon,80558.74,76668.09,12,SKU865828
P00321,LED TV,Electronics,Bose,53845.54,27095.22,12,SKU353955
P00322,Tablet,Electronics,Panasonic,115535.3,27829.2,48,SKU379404
P00323,Speaker,Electronics,Dell,111699.96,106559.85,12,SKU539268
P00324,Speaker,Electronics,Dell,41694.41,52577.69,60,SKU747640
P00325,Smartphone,Electronics,Samsung,144050.65,23281.57,36,SKU155570
P00326,Tablet,Electronics,Bose,113022.77,60894.02,24,SKU971746
P00327,Laptop,Electronics,Apple,118653.92,10274.21,60,SKU522012
P00328,Smartwatch,Electronics,HP,20653.65,114259.79,36,SKU741019
P00329,Speaker,Electronics,Dell,115663.3,43613.84,36,SKU513778
P00330,Speaker,Electronics,Canon,36663.17,116730.25,24,SKU600400
P00331,LED TV,Electronics,LG,71656.61,51320.85,48,SKU201556
P00332,Tablet,Electronics,Dell,12909.13,60586.14,36,SKU242525
P00333,LED TV,Electronics,Samsung,43613.41,41835.84,24,SKU132063
P00334,Laptop,Electronics,Apple,91152.18,86603.55,12,SKU271496
P00335,Printer,Electronics,Apple,42239.97,46648.05,60,SKU533054
P00336,LED TV,Electronics,HP,36740.15,46882.26,36,SKU942071
P00337,LED TV,Electronics,Apple,9669.8,10990.02,12,SKU633727
P00338,Smartphone,Electronics,Bose,85316.33,48705.03,36,SKU524834
P00339,Camera,Electronics,Sony,130842.71,31301.76,12,SKU516794
P00340,Smartphone,Electronics,Lenovo,128822.05,117956.8,48,SKU788880
P00341,Tablet,Electronics,Canon,36839.25,25659.2,48,SKU273029
P00342,Laptop,Electronics,Apple,18250.13,79010.84,12,SKU502661
P00343,Printer,Electronics,Canon,100717.47,11678.77,24,SKU136249
P00344,LED TV,Electronics,LG,33506.62,4902.19,36,SKU111693
P00345,Printer,Electronics,LG,6671.6,119378.97,60,SKU233211
P00346,Monitor,Electronics,LG,49436.86,116456.79,60,SKU390920
P00347,Printer,Electronics,LG,137016.41,12852.5,48,SKU616112
P00348,Headphones,Electronics,Sony,82818.02,35886.26,60,SKU404658
P00349,Headphones,Electronics,HP,97685.93,19645.18,24,SKU161402
P00350,Speaker,Electronics,LG,65875.32,9158.43,36,SKU640779
P00351,Camera,Electronics,Samsung,133283.44,109228.33,48,SKU555314
P00352,Speaker,Electronics,LG,89158.3,111829.57,36,SKU814503
P00353,Monitor,Electronics,Bose,85972.14,63517.21,60,SKU360480
P00354,Smartwatch,Electronics,Lenovo,138558.23,93368.81,24,SKU739098
P00355,Laptop,Electronics,Apple,61492.8,72012.38,36,SKU522925
P00356,Tablet,Electronics,Lenovo,35359.73,19606.69,60,SKU728084
P00357,Headphones,Electronics,HP,27631.64,51002.93,12,SKU751262
P00358,Camera,Electronics,LG,5786.29,72825.03,24,SKU892128
P00359,Tablet,Electronics,Dell,16572.44,43921.55,36,SKU110494
P00360,Speaker,Electronics,LG,117952.97,99161.37,48,SKU922712
P00361,Tablet,Electronics,Samsung,134674.15,23512.77,12,SKU192265
P00362,Speaker,Electronics,Canon,84228.29,6180.74,36,SKU902568
P00363,Tablet,Electronics,Canon,79050.34,40333.32,48,SKU102285
P00364,LED TV,Electronics,Dell,108863.99,16848.79,36,SKU734464
P00365,Smartphone,Electronics,Sony,71929.44,78262.19,60,SKU793019
P00366,Smartphone,Electronics,Canon,123020.72,25914.68,48,SKU690974
P00367,Laptop,Electronics,Canon,49175.05,100111.35,60,SKU124250
P00368,Camera,Electronics,Panasonic,25549.37,73567.29,36,SKU925191
P00369,Smartphone,Electronics,Canon,148317.07,45626.08,48,SKU603709
P00370,Smartwatch,Electronics,HP,66976.17,7832.81,60,SKU732948
P00371,Smartphone,Electronics,Bose,12617.6,27464.72,48,SKU647234
P00372,Smartwatch,Electronics,Sony,17105.25,30899.26,12,SKU234381
P00373,Smartwatch,Electronics,Panasonic,92512.48,29501.88,24,SKU353220
P00374,Smartwatch,Electronics,Dell,94301.01,55997.48,24,SKU875284
P00375,LED TV,Electronics,Bose,81575.89,48803.32,36,SKU787196
P00376,Camera,Electronics,Bose,13491.35,77697.59,48,SKU847608
P00377,Printer,Electronics,LG,80545.06,16918.12,36,SKU864479
P00378,Smartwatch,Electronics,Bose,99363.63,104724.85,36,SKU796502
P00379,Speaker,Electronics,Apple,31066.7,6076.78,12,SKU170652
P00380,Monitor,Electronics,Canon,102492.22,61435.32,24,SKU139255
P00381,Smartwatch,Electronics,HP,45386.32,5532.37,48,SKU587048
P00382,LED TV,Electronics,Panasonic,33332.15,68944.3,36,SKU411837
